Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque,chapter
"Entre autres mets, le maître d’ hôtel crut devoir lui recommander une certaine gibelotte de«   lapin du pays  », dont il lui dit merveille.",il,dit,merveille,nsubj,acl:relcl,obj,26.0,28,29.0,[26],[29],dire,22,_,_,804,416,804,['31'],[],['31'],[],[],[],[],True,False,False,10
"Phileas Fogg accepta la gibelotte et la goûta consciencieusement  ; mais, en dépit de sa sauce épicée, il la trouva détestable.",Phileas Fogg,accepta,la gibelotte,nsubj,root,obj,1.0,3,5.0,"[1, 2]","[4, 5]",accepter,0,_,_,805,417,805,['3'],[],['3'],[],[],[],[],True,False,False,10
"Phileas Fogg accepta la gibelotte et la goûta consciencieusement  ; mais, en dépit de sa sauce épicée, il la trouva détestable.",Phileas Fogg,goûta,la,nsubj,conj,obj,1.0,8,7.0,"[1, 2]",[7],goûter,3,_,_,805,417,805,['3'],[],['3'],[],[],[],[],True,False,False,10
"Phileas Fogg accepta la gibelotte et la goûta consciencieusement  ; mais, en dépit de sa sauce épicée, il la trouva détestable.",il,trouva,en dépit de sa sauce épicée,nsubj,root,obl:mod,21.0,23,15.0,[21],"[14, 15, 16, 17, 18, 19]",trouver,0,_,_,805,417,805,['3'],['3'],['3'],[],[],[],[],True,False,False,10
"Phileas Fogg accepta la gibelotte et la goûta consciencieusement  ; mais, en dépit de sa sauce épicée, il la trouva détestable.",il,trouva,la,nsubj,root,obj,21.0,23,22.0,[21],[22],trouver,0,_,_,805,417,805,['3'],[],['3'],[],[],[],[],True,False,False,10
Il sonna le maître d’ hôtel.,Il,sonna,le maître d’hôtel,nsubj,root,obj,1.0,2,4.0,[1],"[3, 4, 5, 6]",sonner,0,_,_,806,418,806,['3'],['31'],"['3', '31']",[],[],[],[],True,False,False,10
"«  Monsieur, lui dit -il en le regardant fixement, c’ est du lapin, cela  ?",-il,dit,lui,nsubj,dep,iobj,7.0,6,5.0,[7],[5],dire,16,_,_,807,419,807,['3'],['31'],"['3', '31']",[],[],[],[],True,False,False,10
"«  Monsieur, lui dit -il en le regardant fixement, c’ est du lapin, cela  ?",-il,regardant,le,nsubj,advcl,obj,7.0,10,9.0,[7],[9],regarder,6,_,_,807,419,807,['3'],['31'],"['3', '31']",[],[],[],[],True,False,False,10
"–   Oui, mylord, répondit effrontément le drôle, du lapin des jungles.",le drôle du lapin des jungles,répondit,,nsubj,parataxis,,10.0,7,,"[9, 10, 12, 13, 14, 15]",[],répondre,0,_,_,808,420,808,['31'],[],['31'],[],[],[],[],True,False,False,10
–   Et ce lapin -là n’ a pas miaulé quand on l’ a tué  ?,-là,miaulé,ce lapin,nsubj,conj,obl:mod,6.0,10,5.0,[6],"[4, 5]",miauler,2,_,_,809,421,809,['6'],['6'],['6'],[],[],[],[],True,False,False,10
–   Et ce lapin -là n’ a pas miaulé quand on l’ a tué  ?,on,tué,l’,nsubj,advcl,obj,12.0,15,13.0,[12],[13],tuer,10,_,_,809,421,809,[],[],[],[],[],[],[],False,False,False,10
–   Miaulé  !,,Miaulé,,,parataxis,,,3,,[],[],miauler,0,_,_,810,422,810,[],[],[],[],[],[],[],False,False,False,10
Je vous jure…,Je,jure,vous,nsubj,root,iobj,1.0,3,2.0,[1],[2],jurer,0,_,_,812,422,812,['3'],['31'],"['3', '31']",[],[],[],[],True,False,False,10
"–   Monsieur le maître d’ hôtel, reprit froidement Mr. Fogg, ne jurez pas et rappelez -vous ceci  : autrefois, dans l’ Inde, les chats étaient considérés comme des animaux sacrés.",Mr. Fogg,reprit,,nsubj,root,,11.0,9,,"[11, 12]",[],reprendre,0,_,_,813,423,813,['1'],[],['1'],[],[],[],[],True,False,False,10
"–   Monsieur le maître d’ hôtel, reprit froidement Mr. Fogg, ne jurez pas et rappelez -vous ceci  : autrefois, dans l’ Inde, les chats étaient considérés comme des animaux sacrés.",Mr. Fogg,jurez,,nsubj,advcl,,11.0,15,,"[11, 12]",[],jurer,9,_,_,813,423,813,['1'],[],['1'],[],[],[],[],True,False,False,10
"–   Monsieur le maître d’ hôtel, reprit froidement Mr. Fogg, ne jurez pas et rappelez -vous ceci  : autrefois, dans l’ Inde, les chats étaient considérés comme des animaux sacrés.",Mr. Fogg,rappelez,,nsubj,conj,,11.0,18,,"[11, 12]",[],rappeler,15,_,_,813,423,813,['1'],[],['1'],[],[],[],[],True,False,False,10
"–   Monsieur le maître d’ hôtel, reprit froidement Mr. Fogg, ne jurez pas et rappelez -vous ceci  : autrefois, dans l’ Inde, les chats étaient considérés comme des animaux sacrés.",les chats,considérés,dans l’Inde,nsubj:pass,advcl,obl:mod,30.0,32,27.0,"[29, 30]","[25, 26, 27]",considérer,15,_,_,813,423,813,[],[],[],[],[],[],[],False,False,False,10
"Cette observation faite, Mr. Fogg continua tranquillement à dîner.",,faite,,,acl,,,3,,[],[],faire,2,_,_,817,426,817,[],[],[],[],[],[],[],False,False,False,10
"Cette observation faite, Mr. Fogg continua tranquillement à dîner.",Cette observation,continua,,nsubj,parataxis,,2.0,7,,"[1, 2]",[],continuer,0,_,_,817,426,817,[],[],[],[],[],[],[],False,False,False,10
"Cette observation faite, Mr. Fogg continua tranquillement à dîner.",Cette observation,dîner,,nsubj,xcomp,,2.0,10,,"[1, 2]",[],dîner,7,_,_,817,426,817,[],[],[],[],[],[],[],False,False,False,10
"Quelques instants après Mr. Fogg, l’ agent Fix avait, lui aussi, débarqué du Mongolia et couru chez le directeur de la police de Bombay.",l’agent Fix,débarqué,Quelques instants après Mr. Fogg,nsubj,root,obl:mod,8.0,15,4.0,"[7, 8, 9]","[1, 2, 3, 4, 5]",débarquer,0,_,_,818,427,818,['3'],['1'],"['3', '1']",[],[],[],[],True,False,False,10
"Quelques instants après Mr. Fogg, l’ agent Fix avait, lui aussi, débarqué du Mongolia et couru chez le directeur de la police de Bombay.",l’agent Fix,débarqué,lui aussi,nsubj,root,iobj,8.0,15,12.0,"[7, 8, 9]","[12, 13]",débarquer,0,_,_,818,427,818,['3'],['3'],['3'],[],[],[],[],True,False,False,10
"Quelques instants après Mr. Fogg, l’ agent Fix avait, lui aussi, débarqué du Mongolia et couru chez le directeur de la police de Bombay.",l’agent Fix,débarqué,du Mongolia,nsubj,root,obl:arg,8.0,15,17.0,"[7, 8, 9]","[16, 17]",débarquer,0,_,_,818,427,818,['3'],[],['3'],[],[],[],[],True,False,False,10
"Quelques instants après Mr. Fogg, l’ agent Fix avait, lui aussi, débarqué du Mongolia et couru chez le directeur de la police de Bombay.",l’agent Fix,couru,chez le directeur de la police de Bombay,nsubj,conj,obl:arg,8.0,19,22.0,"[7, 8, 9]","[20, 21, 22, 23, 24, 25, 26, 27]",courir,15,_,_,818,427,818,['3'],['337'],"['3', '337']",[],[],[],[],True,False,False,10
"Il fit reconnaître sa qualité de détective, la mission dont il était chargé, sa situation vis-à-vis de l’ auteur présumé du vol.",,reconnaître,sa qualité de détective la mission sa situation vis-à-vis de l’auteur présumé du vol,,root,obj,,3,5.0,[],"[4, 5, 6, 7, 9, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24]",reconnaître,0,Dynamicité spatiale sans dpt,VERB,819,427,819,[],['3'],['3'],[],[],[],[],True,False,False,10
"Il fit reconnaître sa qualité de détective, la mission dont il était chargé, sa situation vis-à-vis de l’ auteur présumé du vol.",il,chargé,dont,nsubj:pass,acl:relcl,iobj,12.0,14,11.0,[12],[11],charger,10,_,_,819,427,819,['3'],[],['3'],[],[],[],[],True,False,False,10
Avait -on reçu de Londres un mandat d’ arrêt  ?,-on,reçu,de Londres,nsubj,root,obl:arg,2.0,3,5.0,[2],"[4, 5]",recevoir,0,_,_,820,427,820,['157'],[],['157'],[],[],[],[],True,False,False,10
Avait -on reçu de Londres un mandat d’ arrêt  ?,-on,reçu,un mandat d’arrêt,nsubj,root,obj,2.0,3,7.0,[2],"[6, 7, 8, 9]",recevoir,0,_,_,820,427,820,['157'],[],['157'],[],[],[],[],True,False,False,10
… On n’ avait rien reçu.,On,reçu,,nsubj,root,,2.0,6,,[2],[],recevoir,0,_,_,821,427,821,['157'],[],['157'],[],[],[],[],True,False,False,10
"Et, en effet, le mandat, parti après Fogg, ne pouvait être encore arrivé.",,parti,après Fogg,,acl,obl:mod,,9,11.0,[],"[10, 11]",partir,7,_,_,822,427,822,[],['6'],['6'],[],[],[],[],True,False,False,10
"Et, en effet, le mandat, parti après Fogg, ne pouvait être encore arrivé.",le mandat,pouvait,en effet,nsubj,root,obl:mod,7.0,14,4.0,"[6, 7]","[3, 4]",pouvoir,0,_,_,822,427,822,[],[],[],[],[],[],[],False,False,False,10
"Et, en effet, le mandat, parti après Fogg, ne pouvait être encore arrivé.",le mandat,arrivé,,nsubj,xcomp,,7.0,17,,"[6, 7]",[],arriver,14,_,_,822,427,822,[],[],[],[],[],[],[],False,False,False,10
Fix resta fort décontenancé.,Fix,resta,,nsubj,root,,1.0,2,,[1],[],rester,0,_,_,823,428,823,['2'],[],['2'],[],[],[],[],True,False,False,10
Fix resta fort décontenancé.,Fix,décontenancé,,nsubj,xcomp,,1.0,4,,[1],[],décontenancer,2,_,_,823,428,823,['2'],[],['2'],[],[],[],[],True,False,False,10
Il voulut obtenir du directeur un ordre d’ arrestation contre le sieur Fogg.,Il,voulut,,nsubj,root,,1.0,2,,[1],[],vouloir,0,_,_,824,428,824,['2'],[],['2'],[],[],[],[],True,False,False,10
Il voulut obtenir du directeur un ordre d’ arrestation contre le sieur Fogg.,Il,obtenir,du directeur,nsubj,xcomp,obl:arg,1.0,3,5.0,[1],"[4, 5]",obtenir,2,_,_,824,428,824,['2'],['31'],"['2', '31']",[],[],[],[],True,False,False,10
Il voulut obtenir du directeur un ordre d’ arrestation contre le sieur Fogg.,Il,obtenir,un ordre d’arrestation contre le sieur Fogg,nsubj,xcomp,obj,1.0,3,7.0,[1],"[6, 7, 8, 9, 10, 11, 12, 13]",obtenir,2,_,_,824,428,824,['2'],['6'],"['2', '6']",[],[],[],[],True,False,False,10
Le directeur refusa.,Le directeur,refusa,,nsubj,root,,2.0,3,,"[1, 2]",[],refuser,0,_,_,825,428,825,['31'],[],['31'],[],[],[],[],True,False,False,10
"L’ affaire regardait l’ administration métropolitaine, et celle-ci seule pouvait légalement délivrer un mandat.",L’affaire,regardait,l’administration métropolitaine,nsubj,root,obj,2.0,3,5.0,"[1, 2]","[4, 5, 6]",regarder,0,_,_,826,428,826,[],[],[],[],[],[],[],False,False,False,10
"L’ affaire regardait l’ administration métropolitaine, et celle-ci seule pouvait légalement délivrer un mandat.",celle-ci seule,pouvait,,nsubj,conj,,9.0,11,,"[9, 10]",[],pouvoir,3,_,_,826,428,826,[],[],[],[],[],[],[],False,False,False,10
"L’ affaire regardait l’ administration métropolitaine, et celle-ci seule pouvait légalement délivrer un mandat.",celle-ci seule,délivrer,un mandat,nsubj,xcomp,obj,9.0,13,15.0,"[9, 10]","[14, 15]",délivrer,11,_,_,826,428,826,[],[],[],[],[],[],[],False,False,False,10
"Cette sévérité de principes, cette observance rigoureuse de la légalité est parfaitement explicable avec les mœurs anglaises, qui, en matière de liberté individuelle, n’ admettent aucun arbitraire.",qui,admettent,en matière de liberté individuelle,nsubj,acl:relcl,obl:mod,20.0,29,23.0,[20],"[22, 23, 24, 25, 26]",admettre,17,_,_,827,428,827,[],[],[],[],[],[],[],False,False,False,10
"Cette sévérité de principes, cette observance rigoureuse de la légalité est parfaitement explicable avec les mœurs anglaises, qui, en matière de liberté individuelle, n’ admettent aucun arbitraire.",qui,admettent,aucun arbitraire,nsubj,acl:relcl,obj,20.0,29,31.0,[20],"[30, 31]",admettre,17,_,_,827,428,827,[],[],[],[],[],[],[],False,False,False,10
Fix n’ insista pas et comprit qu’ il devait se résigner à attendre son mandat.,Fix,insista,,nsubj,root,,1.0,3,,[1],[],insister,0,_,_,828,429,828,['2'],[],['2'],[],[],[],[],True,False,False,10
Fix n’ insista pas et comprit qu’ il devait se résigner à attendre son mandat.,Fix,comprit,,nsubj,conj,,1.0,6,,[1],[],comprendre,3,_,_,828,429,828,['2'],[],['2'],[],[],[],[],True,False,False,10
Fix n’ insista pas et comprit qu’ il devait se résigner à attendre son mandat.,il,devait,,nsubj,ccomp,,8.0,9,,[8],[],devoir,6,_,_,828,429,828,['2'],[],['2'],[],[],[],[],True,False,False,10
Fix n’ insista pas et comprit qu’ il devait se résigner à attendre son mandat.,il,résigner,se,nsubj,xcomp,expl:comp,8.0,11,10.0,[8],[10],résigner,9,_,_,828,429,828,['2'],[],['2'],[],[],[],[],True,False,False,10
Fix n’ insista pas et comprit qu’ il devait se résigner à attendre son mandat.,,attendre,son mandat,,xcomp,obj,,13,15.0,[],"[14, 15]",attendre,11,_,_,828,429,828,[],['2'],['2'],[],[],[],[],True,False,False,10
"Mais il résolut de ne point perdre de vue son impénétrable coquin, pendant tout le temps que celui-ci demeurerait à Bombay.",il,résolut,pendant tout le temps,nsubj,root,obl:mod,2.0,3,17.0,[2],"[14, 15, 16, 17]",résoudre,0,_,_,829,429,829,['2'],[],['2'],[],[],[],[],True,False,False,10
"Mais il résolut de ne point perdre de vue son impénétrable coquin, pendant tout le temps que celui-ci demeurerait à Bombay.",il,perdre,de vue,nsubj,xcomp,obl:arg,2.0,7,9.0,[2],"[8, 9]",perdre,3,_,_,829,429,829,['2'],[],['2'],[],[],[],[],True,False,False,10
"Mais il résolut de ne point perdre de vue son impénétrable coquin, pendant tout le temps que celui-ci demeurerait à Bombay.",il,perdre,son impénétrable coquin,nsubj,xcomp,obj,2.0,7,12.0,[2],"[10, 11, 12]",perdre,3,_,_,829,429,829,['2'],"['2', '6']","['2', '6']",[],[],[],[],True,False,False,10
"Mais il résolut de ne point perdre de vue son impénétrable coquin, pendant tout le temps que celui-ci demeurerait à Bombay.",celui-ci,demeurerait,à Bombay,nsubj,acl:relcl,obl:arg,19.0,20,22.0,[19],"[21, 22]",demeurer,17,_,_,829,429,829,['6'],[],['6'],[],[],[],[],True,False,False,10
"Il ne doutait pas que Phileas Fogg n’ y séjournât, et, on le sait, c’ était aussi la conviction de Passepartout,–   ce qui laisserait au mandat d’ arrêt le temps d’ arriver.",Il,doutait,,nsubj,root,,1.0,3,,[1],[],douter,0,_,_,830,429,830,['2'],[],['2'],[],[],[],[],True,False,False,10
"Il ne doutait pas que Phileas Fogg n’ y séjournât, et, on le sait, c’ était aussi la conviction de Passepartout,–   ce qui laisserait au mandat d’ arrêt le temps d’ arriver.",Phileas Fogg,séjournât,y,nsubj,ccomp,iobj,6.0,10,9.0,"[6, 7]",[9],séjourner,3,_,_,830,429,830,['3'],[],['3'],[],[],[],[],True,False,False,10
"Il ne doutait pas que Phileas Fogg n’ y séjournât, et, on le sait, c’ était aussi la conviction de Passepartout,–   ce qui laisserait au mandat d’ arrêt le temps d’ arriver.",Phileas Fogg,séjournât,",",nsubj,ccomp,obj,6.0,10,11.0,"[6, 7]",[11],séjourner,3,_,_,830,429,830,['3'],[],['3'],[],[],[],[],True,False,False,10
"Il ne doutait pas que Phileas Fogg n’ y séjournât, et, on le sait, c’ était aussi la conviction de Passepartout,–   ce qui laisserait au mandat d’ arrêt le temps d’ arriver.",on,sait,le,nsubj,conj,obj,14.0,16,15.0,[14],[15],savoir,10,_,_,830,429,830,[],[],[],[],[],[],[],False,False,False,10
"Il ne doutait pas que Phileas Fogg n’ y séjournât, et, on le sait, c’ était aussi la conviction de Passepartout,–   ce qui laisserait au mandat d’ arrêt le temps d’ arriver.",qui,laisserait,au mandat d’arrêt,nsubj,acl:relcl,obl:arg,29.0,30,32.0,[29],"[31, 32, 33, 34]",laisser,28,_,_,830,429,830,[],[],[],[],[],[],[],False,False,False,10
"Il ne doutait pas que Phileas Fogg n’ y séjournât, et, on le sait, c’ était aussi la conviction de Passepartout,–   ce qui laisserait au mandat d’ arrêt le temps d’ arriver.",qui,laisserait,le temps,nsubj,acl:relcl,obj,29.0,30,36.0,[29],"[35, 36]",laisser,28,_,_,830,429,830,[],[],[],[],[],[],[],False,False,False,10
"Il ne doutait pas que Phileas Fogg n’ y séjournât, et, on le sait, c’ était aussi la conviction de Passepartout,–   ce qui laisserait au mandat d’ arrêt le temps d’ arriver.",qui,arriver,,nsubj,xcomp,,29.0,38,,[29],[],arriver,30,Dpt au sens large,VERB,830,429,830,[],[],[],[],[],[],[],False,False,False,10
"Mais depuis les derniers ordres que lui avait donnés son maître en quittant le Mongolia, Passepartout avait bien compris qu’ il en serait de Bombay comme de Suez et de Paris, que le voyage ne finirait pas ici, qu’ il se poursuivrait au moins jusqu’ à Calcutta, et peut-être plus loin.",son maître,donnés,que,nsubj,acl:relcl,obj,11.0,9,6.0,"[10, 11]",[6],donner,5,_,_,831,430,831,"['2', '1']",[],"['2', '1']",[],[],[],[],True,False,False,10
"Mais depuis les derniers ordres que lui avait donnés son maître en quittant le Mongolia, Passepartout avait bien compris qu’ il en serait de Bombay comme de Suez et de Paris, que le voyage ne finirait pas ici, qu’ il se poursuivrait au moins jusqu’ à Calcutta, et peut-être plus loin.",son maître,donnés,lui,nsubj,acl:relcl,iobj,11.0,9,7.0,"[10, 11]",[7],donner,5,_,_,831,430,831,"['2', '1']",['2'],"['2', '1']",[],[],[],[],True,False,False,10
