,cle_triptyque,chapter,Num_paragr,Num_phrase,Phrase,Sujet,Verbe,Objet,time_texte_auto,time_code_auto,time_texte,time_code,time_source,time_ud_governor,temps_ref,temps_auto,statut_temps
384,2 || 36 || 107 || _ || passé || oysters-rooms,2,36,107,"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,oysters-rooms,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
385,2 || 36 || 107 || _ || passé || oysters-rooms d'hay-market,2,36,107,"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,oysters-rooms d'Hay-Market,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
386,2 || 36 || 107 || _ || passé || hay-market,2,36,107,"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,Hay-Market,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
387,2 || 36 || 107 || son dernier maître le jeune lord longsferry membre du parlement hay-market || rentrait || au logis,2,36,107,"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",Son dernier maître le jeune Lord Longsferry membre du Parlement Hay-Market,rentrait,au logis,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
388,2 || 36 || 107 || son dernier maître le jeune lord longsferry membre du parlement hay-market || rentrait || sur les épaules des policemen,2,36,107,"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",Son dernier maître le jeune Lord Longsferry membre du Parlement Hay-Market,rentrait,sur les épaules des policemen,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
389,2 || 36 || 108 || _ || voulant || avant tout,2,36,108,"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",,voulant,avant tout,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
390,2 || 36 || 108 || _ || pouvoir || _,2,36,108,"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",,pouvoir,,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
391,2 || 36 || 108 || _ || respecter || son maître,2,36,108,"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",,respecter,son maître,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
392,2 || 36 || 108 || passepartout || risqua || quelques respectueuses observations,2,36,108,"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",Passepartout,risqua,quelques respectueuses observations,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
393,2 || 36 || 108 || qui || reçues || _,2,36,108,"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",qui,reçues,,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
394,2 || 36 || 108 || il || rompit || _,2,36,108,"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",il,rompit,,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
395,2 || 36 || 109 || il || apprit || sur les entrefaites,2,36,109,"Il apprit, sur les entrefaites, que Phileas Fogg, esq., cherchait un domestique.",Il,apprit,sur les entrefaites,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
396,2 || 36 || 109 || phileas fogg esq || cherchait || un domestique,2,36,109,"Il apprit, sur les entrefaites, que Phileas Fogg, esq., cherchait un domestique.",Phileas Fogg esq,cherchait,un domestique,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
397,2 || 36 || 110 || il || prit || des renseignements sur ce gentleman,2,36,110,Il prit des renseignements sur ce gentleman.,Il,prit,des renseignements sur ce gentleman,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
398,2 || 36 || 111 || qui || découchait || _,2,36,111,"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",qui,découchait,,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
399,2 || 36 || 111 || qui || voyageait || _,2,36,111,"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",qui,voyageait,,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
400,2 || 36 || 111 || qui || absentait || s',2,36,111,"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",qui,absentait,s',depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
401,2 || 36 || 111 || un personnage dont l'existence était si régulière pas même un jour || pouvait || _,2,36,111,"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",Un personnage dont l'existence était si régulière pas même un jour,pouvait,,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
402,2 || 36 || 111 || un personnage dont l'existence était si régulière pas même un jour || convenir || lui,2,36,111,"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",Un personnage dont l'existence était si régulière pas même un jour,convenir,lui,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
403,2 || 36 || 112 || il || présenta || se,2,36,112,Il se présenta et fut admis dans les circonstances que l' on sait.,Il,présenta,se,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
404,2 || 36 || 112 || il || admis || dans les circonstances,2,36,112,Il se présenta et fut admis dans les circonstances que l' on sait.,Il,admis,dans les circonstances,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
405,2 || 36 || 112 || l' || sait || que,2,36,112,Il se présenta et fut admis dans les circonstances que l' on sait.,l',sait,que,depuis cinq ans,1867-00-00-00,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1867-00-00-00,1872-10-02-00,temps_different
406,2 || 37 || 113 || passepartout || sonnées || _,2,37,113,Passepartout- onze heures et demie étant sonnées- se trouvait donc seul dans la maison de Saville - row.,Passepartout,sonnées,,onze heures et demie,1872-10-02-11,onze heures et demie,1872-10-02-11-30,ud_direct,sonnées,1872-10-02-11,1872-10-02-11-30,temps_different
407,2 || 37 || 113 || _ || trouvait || se,2,37,113,Passepartout- onze heures et demie étant sonnées- se trouvait donc seul dans la maison de Saville - row.,,trouvait,se,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
408,2 || 37 || 113 || _ || trouvait || dans la maison de saville-row,2,37,113,Passepartout- onze heures et demie étant sonnées- se trouvait donc seul dans la maison de Saville - row.,,trouvait,dans la maison de Saville-row,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
409,2 || 37 || 114 || il || commença || en,2,37,114,Aussitôt il en commença l' inspection.,il,commença,en,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
410,2 || 37 || 114 || il || commença || l'inspection,2,37,114,Aussitôt il en commença l' inspection.,il,commença,l'inspection,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
411,2 || 37 || 115 || il || parcourut || la,2,37,115,Il la parcourut de la cave au grenier.,Il,parcourut,la,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
412,2 || 37 || 115 || il || parcourut || de la cave au grenier,2,37,115,Il la parcourut de la cave au grenier.,Il,parcourut,de la cave au grenier,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
413,2 || 37 || 116 || _ || rangée || _,2,37,116,"Cette maison propre, rangée, sévère, puritaine, bien organisée pour le service, lui plut.",,rangée,,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
414,2 || 37 || 116 || _ || organisée || pour le service,2,37,116,"Cette maison propre, rangée, sévère, puritaine, bien organisée pour le service, lui plut.",,organisée,pour le service,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
415,2 || 37 || 116 || cette maison propre sévère puritaine || plut || lui,2,37,116,"Cette maison propre, rangée, sévère, puritaine, bien organisée pour le service, lui plut.",Cette maison propre sévère puritaine,plut,lui,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
416,2 || 37 || 117 || elle || fit || lui,2,37,117,"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",Elle,fit,lui,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
417,2 || 37 || 117 || elle || fit || l'effet,2,37,117,"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",Elle,fit,l'effet,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
418,2 || 37 || 117 || elle || fit || d'une belle coquille de colimaçon mais d'une coquille,2,37,117,"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",Elle,fit,d'une belle coquille de colimaçon mais d'une coquille,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
419,2 || 37 || 117 || _ || éclairée || _,2,37,117,"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",,éclairée,,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
420,2 || 37 || 117 || _ || chauffée || au gaz,2,37,117,"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",,chauffée,au gaz,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
421,2 || 37 || 117 || _ || carburé || _,2,37,117,"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",,carburé,,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
422,2 || 37 || 117 || l'hydrogène || suffisait || y,2,37,117,"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",l'hydrogène,suffisait,y,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
423,2 || 37 || 117 || l'hydrogène || suffisait || à tous les besoins de lumière et de chaleur,2,37,117,"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",l'hydrogène,suffisait,à tous les besoins de lumière et de chaleur,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
424,2 || 37 || 118 || passepartout || trouva || sans peine,2,37,118,"Passepartout trouva sans peine, au second étage, la chambre qui lui était destinée.",Passepartout,trouva,sans peine,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
425,2 || 37 || 118 || passepartout || trouva || au second étage,2,37,118,"Passepartout trouva sans peine, au second étage, la chambre qui lui était destinée.",Passepartout,trouva,au second étage,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
426,2 || 37 || 118 || passepartout || trouva || la chambre,2,37,118,"Passepartout trouva sans peine, au second étage, la chambre qui lui était destinée.",Passepartout,trouva,la chambre,onze heures et demie,1872-10-02-11,ce mercredi 2 octobre 1872,1872-10-02-00-00,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
