Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,triplet_order,is_dynamouv,verb_occ_key,chapter,triptyque_id,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque
Ses collègues ne l’ y attendaient plus.,Ses collègues,attendaient,y,nsubj,root,iobj,2.0,6,5.0,attendre,0,_,_,4122,1881,4122,12460,False,4122_6,35,12460,"['1', '21']",[],"['1', '21']",[],['y'],['y'],['FAC'],True,True,True
"Puisque, la veille au soir, à cette date fatale du samedi 21 décembre, à huit heures quarante - cinq, Phileas Fogg n’ avait pas paru dans le salon du Reform - Club, son pari était perdu.",Phileas Fogg,paru,dans le salon du Reform - Club,nsubj,root,obl:arg,24.0,29,32.0,paraître,0,_,_,4123,1881,4123,12464,False,4123_29,35,12464,['3'],[],['3'],[],"['le salon du reform - club', 'du reform - club']","['le salon du reform - club', 'du reform - club']",['FAC'],True,True,True
Il demeura dans sa chambre et mit ordre à ses affaires.,Il,demeura,dans sa chambre,nsubj,root,obl:arg,1.0,2,5.0,demeurer,0,_,_,4127,1882,4127,12478,False,4127_2,35,12478,['1'],['1'],['1'],[],['sa chambre'],['sa chambre'],['FAC'],True,True,True
Passepartout ne cessa de monter et de descendre l’ escalier de la maison de Saville - row.,Passepartout,descendre,l’ escalier de la maison de Saville - row,nsubj,conj,obj,1.0,8,10.0,descendre,5,Dpt au sens large,VERB,4128,1882,4128,12483,True,4128_8,35,12483,['0'],[],['0'],[],['la maison de saville - row'],['la maison de saville - row'],['FAC'],True,True,True
"Aouda, il entrait dans sa chambre, il s’ asseyait dans un coin sans mot dire, et il regardait la jeune femme toujours pensive.",il,entrait,dans sa chambre,nsubj,root,obl:arg,3.0,4,7.0,entrer,0,_,_,4137,1883,4137,12510,False,4137_4,35,12510,['0'],['5'],"['0', '5']",[],['sa chambre'],['sa chambre'],['FAC'],True,True,True
"Aouda si elle pouvait le recevoir, et quelques instants après, la jeune femme et lui étaient seuls dans cette chambre.",la jeune femme et lui,étaient,dans cette chambre,nsubj,conj,obl:arg,15.0,18,22.0,être,1,_,_,4139,1884,4139,12521,False,4139_18,35,12521,"['4', '615', '1']",[],"['4', '615', '1']",[],['cette chambre'],['cette chambre'],['FAC'],True,True,True
"Passepartout comprit, et sa large face rayonna comme le soleil au zénith des régions tropicales.",sa large face,rayonna,comme le soleil au zénith des régions tropicales,nsubj,conj,obl:mod,7.0,8,11.0,rayonner,2,_,_,4194,1908,4194,12635,False,4194_8,35,12635,['0'],[],['0'],[],"['le soleil', 'des régions tropicales']","['le soleil', 'des régions tropicales']",['LOC'],True,True,True
"Les cinq collègues du gentleman, au Reform - Club, passèrent ces trois jours dans une certaine inquiétude.",Les cinq collègues du gentleman au Reform - Club,passèrent,ces trois jours,nsubj,root,obj,3.0,12,15.0,passer,0,_,_,4211,1920,4211,12667,False,4211_12,36,12667,"['21', '3']",[],"['21', '3']",['au reform - club'],[],['au reform - club'],['FAC'],True,True,True
"Les cinq collègues du gentleman, au Reform - Club, passèrent ces trois jours dans une certaine inquiétude.",Les cinq collègues du gentleman au Reform - Club,passèrent,dans une certaine inquiétude,nsubj,root,obl:mod,3.0,12,19.0,passer,0,_,_,4211,1920,4211,12668,False,4211_12,36,12668,"['21', '3']",[],"['21', '3']",['au reform - club'],[],['au reform - club'],['FAC'],True,True,True
"Et le samedi 21 décembre, à huit heures quarante - cinq du soir, allait -il apparaître, comme le dieu de l’ exactitude, sur le seuil du salon du Reform - Club  ?",-il,apparaître,sur le seuil du salon du Reform - Club,nsubj,xcomp,obl:arg,17.0,18,29.0,apparaître,16,Dpt au sens large,VERB,4217,1920,4217,12685,True,4217_18,36,12685,['3'],[],['3'],[],"['du salon du reform - club', 'du reform - club']","['du salon du reform - club', 'du reform - club']",['FAC'],True,True,True
On envoya matin et soir observer la maison de Saville - row… Rien.,On,observer,la maison de Saville - row,nsubj,xcomp,obj,1.0,6,8.0,observer,2,_,_,4220,1921,4220,12695,False,4220_6,36,12695,['228'],[],['228'],[],['la maison de saville - row'],['la maison de saville - row'],['FAC'],True,True,True
"Ce soir -là, les cinq collègues du gentleman étaient réunis depuis neuf heures dans le grand salon du Reform - Club.",les cinq collègues du gentleman,réunis,dans le grand salon du Reform - Club,nsubj:pass,root,obl:mod,7.0,11,18.0,réunir,0,_,_,4230,1923,4230,12731,False,4230_11,36,12731,"['21', '3']",[],"['21', '3']",[],"['le grand salon du reform - club', 'du reform - club']","['le grand salon du reform - club', 'du reform - club']",['FAC'],True,True,True
"À la cinquante - septième seconde, la porte du salon s’ ouvrit, et le balancier n’ avait pas battu la soixantième seconde, que Phileas Fogg apparaissait, suivi d’ une foule en délire qui avait forcé l’ entrée du club, et de sa voix calme  :",qui,forcé,l’ entrée du club,nsubj,acl:relcl,obj,37.0,39,41.0,forcer,34,_,_,4276,1948,4276,12857,False,4276_39,36,12857,['229'],[],['229'],[],['du club'],['du club'],['FAC'],True,True,True
"Il se rendit d’ un pas rapide à la demeure du révérend Samuel Wilson, qui n’ était pas encore rentré.",Il,rendit,à la demeure du révérend Samuel Wilson,nsubj,root,obl:arg,1.0,3,10.0,rendre,0,_,_,4282,1952,4282,12871,False,4282_3,37,12871,['0'],['82'],"['0', '82']",[],['la demeure du révérend samuel wilson'],['la demeure du révérend samuel wilson'],['FAC'],True,True,True
"En trois minutes, il était de retour à la maison de Saville - row, et il tombait, essoufflé, dans la chambre de Mr. Fogg.",il,tombait,dans la chambre de Mr. Fogg,nsubj,conj,obl:arg,18.0,19,25.0,tomber,8,_,_,4287,1954,4287,12884,False,4287_19,37,12884,['0'],['1'],"['0', '1']",[],['la chambre de mr. fogg'],['la chambre de mr. fogg'],['FAC'],True,True,True
"Phileas Fogg, ainsi enlevé, sans avoir le temps de réfléchir, quitta sa chambre, quitta sa maison, sauta dans un cab, promit cent livres au cocher, et après avoir écrasé deux chiens et accroché cinq voitures, il arriva au Reform - Club.",Phileas Fogg,quitta,sa chambre,nsubj,root,obj,1.0,14,16.0,quitter,0,_,_,4303,1967,4303,12906,False,4303_14,37,12906,['3'],['3'],['3'],[],['sa chambre'],['sa chambre'],['FAC'],True,True,True
"Phileas Fogg, ainsi enlevé, sans avoir le temps de réfléchir, quitta sa chambre, quitta sa maison, sauta dans un cab, promit cent livres au cocher, et après avoir écrasé deux chiens et accroché cinq voitures, il arriva au Reform - Club.",Phileas Fogg,quitta,sa maison,nsubj,conj,obj,1.0,18,20.0,quitter,14,_,_,4303,1967,4303,12907,False,4303_18,37,12907,['3'],['3'],['3'],[],['sa maison'],['sa maison'],['FAC'],True,True,True
"Phileas Fogg, ainsi enlevé, sans avoir le temps de réfléchir, quitta sa chambre, quitta sa maison, sauta dans un cab, promit cent livres au cocher, et après avoir écrasé deux chiens et accroché cinq voitures, il arriva au Reform - Club.",il,arriva,au Reform,nsubj,conj,obl:arg,44.0,45,47.0,arriver,14,_,_,4303,1967,4303,12913,False,4303_45,37,12913,['3'],[],['3'],[],['au reform - club'],['au reform - club'],['FAC'],True,True,True
"Phileas Fogg, ainsi enlevé, sans avoir le temps de réfléchir, quitta sa chambre, quitta sa maison, sauta dans un cab, promit cent livres au cocher, et après avoir écrasé deux chiens et accroché cinq voitures, il arriva au Reform - Club.",il,arriva,-,nsubj,conj,obl:arg,44.0,45,48.0,arriver,14,_,_,4303,1967,4303,12914,False,4303_45,37,12914,['3'],[],['3'],[],['au reform - club'],['au reform - club'],['FAC'],True,True,True
"Phileas Fogg, ainsi enlevé, sans avoir le temps de réfléchir, quitta sa chambre, quitta sa maison, sauta dans un cab, promit cent livres au cocher, et après avoir écrasé deux chiens et accroché cinq voitures, il arriva au Reform - Club.",il,arriva,Club,nsubj,conj,obl:arg,44.0,45,49.0,arriver,14,_,_,4303,1967,4303,12915,False,4303_45,37,12915,['3'],[],['3'],[],['au reform - club'],['au reform - club'],['FAC'],True,True,True
"L’ horloge marquait huit heures quarante - cinq, quand il parut dans le grand salon…",il,parut,dans le grand salon,nsubj,advcl,obl:arg,11.0,12,16.0,paraître,3,_,_,4304,1968,4304,12917,False,4304_12,37,12917,['3'],[],['3'],[],['le grand salon'],['le grand salon'],['FAC'],True,True,True
"Phileas Fogg avait,«   sans s’ en douter  », gagné un jour sur son itinéraire,–   et cela uniquement parce qu’ il avait fait le tour du monde en allant vers l’ est, et il eût, au contraire, perdu ce jour en allant en sens inverse, soit vers l’ ouest.",il,fait,le tour du monde,nsubj,acl,obj,28.0,30,32.0,faire,24,_,_,4311,1973,4311,12932,False,4311_30,37,12932,['3'],[],['3'],[],['du monde'],['du monde'],['LOC'],True,True,True
"En effet, en marchant vers l’ est, Phileas Fogg allait au - devant du soleil, et, par conséquent les jours diminuaient pour lui d’ autant de fois quatre minutes qu’ il franchissait de degrés dans cette direction.",Phileas Fogg,allait,devant du soleil,nsubj,root,obl:arg,10.0,12,15.0,aller,0,_,_,4312,1974,4312,12942,False,4312_12,37,12942,['3'],[],['3'],[],['du soleil'],['du soleil'],['LOC'],True,True,True
"En d’ autres termes, pendant que Phileas Fogg, marchant vers l’ est, voyait le soleil passer quatre-vingts fois au méridien, ses collègues restés à Londres ne le voyaient passer que soixante-dix-neuf fois.",Phileas Fogg,voyait,le soleil,nsubj,advcl,obj,8.0,16,18.0,voir,32,_,_,4314,1974,4314,12954,False,4314_16,37,12954,['3'],[],['3'],[],['le soleil'],['le soleil'],['LOC'],True,True,True
"En d’ autres termes, pendant que Phileas Fogg, marchant vers l’ est, voyait le soleil passer quatre-vingts fois au méridien, ses collègues restés à Londres ne le voyaient passer que soixante-dix-neuf fois.",Phileas Fogg,passer,au méridien,nsubj,xcomp,obl:arg,8.0,19,23.0,passer,16,Dpt au sens large,VERB,4314,1974,4314,12956,True,4314_19,37,12956,['3'],[],['3'],[],['au méridien'],['au méridien'],['LOC'],True,True,True
"C’ est pourquoi, ce jour -là même, qui était le samedi et non le dimanche, comme le croyait Mr. Fogg, ceux - ci l’ attendaient dans le salon du Reform - Club.",ceux,attendaient,dans le salon du Reform - Club,nsubj,root,obl:mod,25.0,29,32.0,attendre,0,_,_,4315,1974,4315,12965,False,4315_29,37,12965,['230'],[],['230'],[],"['le salon du reform - club', 'du reform - club']","['le salon du reform - club', 'du reform - club']",['FAC'],True,True,True
–   Que nous pouvions faire le tour du monde en soixante-dix-huit jours seulement.,nous,faire,le tour du monde,nsubj,xcomp,obj,4.0,6,8.0,faire,5,_,_,4340,1989,4340,13022,False,4340_6,37,13022,['633'],[],['633'],[],['du monde'],['du monde'],['LOC'],True,True,True
Il avait accompli en quatre-vingts jours ce voyage autour du monde  !,Il,accompli,ce voyage autour du monde,nsubj,root,obj,1.0,3,8.0,accomplir,0,_,_,4346,1992,4346,13031,False,4346_3,37,13031,['3'],[],['3'],[],['du monde'],['du monde'],['LOC'],True,True,True
